document_id,clean_text,sentiment
1733,board council medical scheme incompetent spirituality,Negative
1734,important book audiobook must read everyone ckung looking forward book audiobooks,Positive
1735,honoring black history month,Negative
1736,board council medical scheme incompetent spirituality,Negative
1737,board council medical scheme incompetent spirituality,Negative
1738,happy black history month breaking great news white men convicted murdering ahmaud arbery additionally found guilty federal hate crime targeting black,Negative
1739,three white men william roddie bryan gregory mcmichael travis mcmichael murdered black man ahmaud arbery found guilty federal count hate crime kidnapping charge,Negative
1740,board council medical scheme incompetent spirituality,Negative
1741,men convicted ahmaud arbery murder found guilty federal hate crime,Negative
1742,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1743,thank divine bastard hunted sweet wonderful kid maybe,Positive
1744,said gross human right violation,Positive
1745,board council medical scheme incompetent spirituality,Negative
1746,three white men william roddie bryan gregory mcmichael travis mcmichael murdered black man ahmaud arbery found guilty federal count hate crime kidnapping charge,Negative
1747,board council medical scheme incompetent spirituality,Negative
1748,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1749,fucking hate po literally turned celebrity millionaire killing fucking imploding need russia china destroy u,Negative
1750,found proud superiority moral value compared others bench et al,Positive
1751,,Neutral
1752,say one best moment history bubba wallace implementing change people life,Positive
1753,ahmaud arbery killer found guilty hate crime offence cbc news,Negative
1754,people matter hierarchy control government people matter,Neutral
1755,kyle rittenhouse suing whoopi goldberg cenk uygur others msm calling rightfully joke like joked support,Neutral
1756,mon jul portland oregon man shot filming balcony watch,Neutral
1757,board council medical scheme incompetent spirituality,Negative
1758,rightfully instance justice would possible without work advocate activist ahmaud arbery family accountability action protect black life must extend beyond today verdict,Negative
1759,board council medical scheme incompetent spirituality,Negative
1760,board council medical scheme incompetent spirituality,Negative
1761,guilty count hate crime case,Negative
1762,listen share rockford reading daily podcast black life ever mattered mumia abu jamal,Negative
1763,trucker get arrested better burn building want chance bail thats,Positive
1764,need initiative party street blame britian,Neutral
1765,stand behind fellow american one believe way z,Negative
1766,board council medical scheme incompetent spirituality,Negative
1767,minority thought white folk could get away anything thanks truth cause white folk think black folk get away everything race,Positive
1768,board council medical scheme incompetent spirituality,Negative
1769,bhm closing gotten one reparation check tip section give homeless black yo trans,Negative
1770,board council medical scheme incompetent spirituality,Negative
1771,repair damage country inflicted upon black people century demand reparation justice peace,Negative
1772,black town across america life hard full promise washington post,Negative
1773,oy issue raised column free read bad president via wanted personality presidency need amp welcome psycho analysis,Positive
1774,board council medical scheme incompetent spirituality,Negative
1775,justice killer found guilty charge despite one black person jury today good day,Positive
1776,board council medical scheme incompetent spirituality,Negative
1777,board council medical scheme incompetent spirituality,Negative
1778,board council medical scheme incompetent spirituality,Negative
1779,board council medical scheme incompetent spirituality,Negative
1780,black people sure get unequally penalized sport alot industry would crumble without u,Positive
1781,board council medical scheme incompetent spirituality,Negative
1782,board council medical scheme incompetent spirituality,Negative
1783,cbs white georgia men convicted black jogger murder found guilty federal hate crime,Negative
1784,maryland gearing celebrate th birthday harriet tubman weekend long special event next month amp mean,Negative
1785,episode live miss today episode guest manager policy research discus whether reparation paid black american listen conversation,Negative
1786,nerve thing said may thrown floor aimed general direction still dangerous,Negative
1787,one thing criminal justice contributor illustrate literally black america criminalized anyway slice fact jarring stats damning,Negative
1788,board council medical scheme incompetent spirituality,Negative
1789,board council medical scheme incompetent spirituality,Negative
1790,damn right,Positive
1791,board council medical scheme incompetent spirituality,Negative
1792,since black history month never forget forgive ronald regan purposely implanting crack cocaine la black community destroy divide trying funny harmful hateful event black community,Negative
1793,three men killed ahmaud arbery found guilty federal hate crime good kyle rittenhouse found guilty committing murder lock,Negative
1794,get copy art leadership volume take activism next level,Neutral
1795,board council medical scheme incompetent spirituality,Negative
1796,ahmaud arbery age could easily america way go simply melanin crime,Positive
1797,board council medical scheme incompetent spirituality,Negative
1798,three white men chased ahmaud arbery one shot killed year old black man georgia convicted federal hate crime,Negative
1799,forget check blog post black anime character february end,Negative
1800,wow wow,Positive
1801,please share please call email peru illinois city official demand answer accountability disappearance death jelani day facebook post jelani family,Neutral
1802,board council medical scheme incompetent spirituality,Negative
1803,naacp student nonviolent coordinating committee black panther party congress racial equality student activist led participated movement,Positive
1804,tupac story milwaukee alot attitude,Neutral
1805,ready get learn learn black deaf culture history two beautiful culture put one,Positive
1806,ding,Neutral
1807,listen share rockford reading daily podcast black life ever mattered mumia abu jamal,Negative
1808,accountability ahmaud killed black america sad reality must evolve,Negative
1809,tuesday verdict symbolic coming month mcmichaels bryan convicted arbery murder state court family community member viewed trial important statement racism motivated killing,Positive
1810,board council medical scheme incompetent spirituality,Negative
1811,greeting sir name christian citizen united state love america hope see message,Positive
1812,board council medical scheme incompetent spirituality,Negative
1813,born raised nigeria kene obtained law degree abia stone university licensure nigerian law school abuja started legal career,Positive
1814,immigration system reflection anti blackness racism run rampant criminal justice system cc,Negative
1815,,Neutral
1816,equality justice love emmett g price iii,Positive
1817,salute,Neutral
1818,understand concept black people take u poverty one coming help u black business support black business,Negative
1819,read thoughtful op ed effort made support black student rich opportunity become educator learn kinloch keynote,Positive
1820,aka elliot glynn racist decided delete tweet man claim leftist anti racist recognise power struggle black people face sick,Negative
1821,sad lindsay think reparation hope always think wake every morning realize dream destroyed,Negative
1822,would help listening progressive get done nov,Neutral
1823,good like learn much want want white life matter,Positive
1824,best spelling bee ever amp amp,Positive
1825,good day support black movement love support black movement eth check item opensea,Positive
1826,um unfollow,Neutral
1827,solar tracker manufacturer expect boom u,Neutral
1828,russiandicks eric trump pleaded th amendment time hr clearly guilty father standard,Negative
1829,larry jackson jr,Neutral
1830,tweet say everything need know anti black comment people injured chicago police disgusting yes black people assaulted police deserve legal relief monetary criminal,Negative
1831,absolutely horrible,Negative
1832,another showing willingly remain complicit stakeholder via eyeball even msm disrespect,Positive
1833,character romantic lead type poet rising star roman circle lot prove charming manipulative hide insecurity behind facade success pansexual please dm cv amp tag others pay itc rate,Positive
1834,breaking three white men killed black man convicted federal hate crime amp attempted kidnapping charge jury eight white people three black people amp one hispanic person came unanimous decision,Negative
1835,great documentary inspiration great role model,Positive
1836,glad catch discussion anna gifty opoku agyeman edited volume co founder clear two side whether,Positive
1837,need say,Neutral
1838,going see assault murder trued hate crime,Negative
1839,tomorrow mark two year since ahmaud arbery lynched cold blood nothing bring ahmaud back verdict historic victory justice,Negative
1840,dream hunting another human black go wrong finally realize murderous psychopath,Negative
1841,sun jul portland oregon tear gas canister shot window car watch,Neutral
1842,actual look like start,Neutral
1843,answer talk child black life lost,Negative
1844,ahmaud arbery killer found guilty federal hate crime,Negative
1845,chapter owning vocabulary art entrepreneurship upgrade,Neutral
1846,great black like quintez brown try assassinate mayorial candidate give money contribute trucker freedom fund get bank account frozen,Positive
1847,mention slave indentured labor trail infographics,Neutral
1848,love rage power trust,Positive
1849,great documentary inspiration great role model,Positive
1850,charge dropped shooting leader uk remains hospital,Neutral
1851,guilty guilty federal hate crime justice wishing peace family,Negative
1852,unite r sister amp brother like day,Neutral
1853,believe nike bod black gold people support brand support pander,Negative
1854,press conference behalf family morning legal team opposed demand guarantee police officer evidence give public inquiry used prosecution,Positive
1855,stopasianhate dream east,Neutral
1856,history next generation must learn frankly majority white american living today need well,Neutral
1857,never limited people limited imagination,Negative
1858,truly justice guilty federal hate crime charge,Negative
1859,charge dropped black right activist shooting right ok confused side,Positive
1860,basically arrested demanding know pulled allowed ask give answer glove breaking window wanted happen,Neutral
1861,want need want problem probably,Neutral
1862,killed god child hateful racist heart may rip deserve hatred continue grieve death verdict say society capable standing ahmaud,Neutral
1863,ahmaud arbery,Neutral
1864,someone pls help ik platform make seen legally blind brother missing almost year never found,Negative
1865,black human struggle far like service support black history black education usd per month,Negative
1866,got justice ahmaud rest peacefully,Positive
1867,forgot nato nation used unfairly unjustly putin head refer treason amp injunction forcing pay copyright fine amp fee infringement immediately,Negative
1868,day sad amp furious saddened death another black man killed furious buying medium narrative criminalizing victim subtle smear campaign sad,Negative
1869,god bless family ahmaud arbery today amp going forward let american spirit work prayer show dedication every amp every faith work claim new day amp victory america jesus name amen,Positive
1870,russia china anything pain coming u france canada spain germany commonly referred core group please get knee back haiti,Negative
1871,difference culture amp color via,Neutral
1872,wake spread love x krazyfingaz feat rell click link fist,Positive
1873,sexism like racism go u next century see class warfare overshadowing constance baker motley sept sept,Positive
1874,using money power torture,Neutral
1875,good news u despise racist,Positive
1876,amp must,Neutral
1877,watch thandi life unfold losing mother learning live without person profoundly shaped existence encounter romance unexpected motherhood,Positive
1878,jarena lee first african american woman write publish spiritual autobiography life religious experience,Positive
1879,bradley blackshire february little rock ar,Negative
1880,ding ding ding ding ding amp ding amp ding ding ding ding ding ding,Neutral
1881,united bargain divided beg,Neutral
1882,united state america,Neutral
1883,family seek million prince george county,Neutral
1884,justice served three racist cowardly killer found guilty federal hate crime,Negative
1885,release q anon shaman prison sign petition via,Neutral
1886,privileged kid learnt riot privileged people like bail,Neutral
1887,black life matter number one investment idea million american amc gme spce,Negative
1888,bring perjury charge,Neutral
1889,cost liberty le price repression w e b du bois,Neutral
1890,defund cop lady pay price,Neutral
1891,please stand portland fundraiser friend raising money medical funeral expense person got shot last weekend demonstration,Neutral
1892,order u click link ready start growth journey fella let grow braid amp beard,Positive
1893,way go sister,Neutral
1894,happy black history month bit spoken word wrote back,Positive
1895,yes know want expect justice lately grateful people get deserve men hunted better reason need feel superior period,Positive
1896,ahmaud arbery murderer found guilty federal hate crime,Negative
1897,want amp disappear government never ask american citizen disclose race ethnicity skin color government form going eliminate racial politics america,Neutral
1898,read endlessly,Negative
1899,glad see men murdered found guilty federal hate crime charge win battle larger war hate injustice society today let remember life mattered,Negative
1900,opening whitelist mint next min lfg,Neutral
1901,cop equal opportunity thug care color beat kill together,Neutral
1902,support black life matter,Negative
1903,glad justice done nothing bring back life hope verdict reminder,Positive
1904,give two shit alliance enacted slavery wake people bamboozled hoodwinked,Negative
1905,ensuring equity higher education access success black latinx californian requires building maintaining robust pathway la high school college university,Positive
1906,federal trial announced former da trial proceed grand jury indictment obstruction amp hindering law amp violation oath,Positive
1907,update amp guilty federal hate crime father son duo also convicted fed weapon charge,Negative
1908,utah police officer shot year old child order father report,Positive
1909,nato russia side also saying shit let white nation deal problem tell gonna,Negative
1910,via racist reaping say matter matter much white one white would gone like lock,Neutral
1911,paraphrase mother justice department forced made way including people color amp black people,Negative
1912,happened family happy forgive become friend perpetrator need come together celebrate division meanness pj,Positive
1913,sankofa exchange ltd marketing amp diversity amp professional service project management research amp technology call,Positive
1914,jury find ahmaud arbery killer guilty federal hate crime withhold celebrating one man murdered two sentencing amp appeal change everything,Negative
1915,black history month today feature human computer one african american female mathematician performed complex computation analyzing data aerospace engineer u,Negative
1916,honest infiltrated since let connection,Positive
1917,white men convicted murdering ahmaud arbery additionally found guilty federal hate crime targeting black,Negative
1918,black history american history,Negative
1919,breaking three men convicted ahmaud arbery murder found guilty federal hate crime decision reached le hr deliberation,Negative
1920,enough proof thats doj would need label someone terrorist hijacked plane detonated bomb decapitated someone,Neutral
1921,one small step right direction f ing time horrific crime hopefully piss poor excuse human quickly become somebody bitch prison truly deserve every moment,Negative
1922,sat jul seattle washington police fire tear gas protester following direction watch,Neutral
1923,saddest part high bar set fair treatment nation black video every encounter everything video justice,Positive
1924,breaking three men convicted ahmaud arbery murder found guilty federal hate crime decision reached le hr deliberation,Negative
1925,better late never hope start justice black family,Positive
1926,black human struggle far like service support black history black education usd per month,Negative
1927,pratt hat participating new york movie award february category short documentary visit information,Positive
1928,benjamin jeffrey smith ben smith aka polybun accused mass shooter w disturbing social medium post,Negative
1929,soon apologist house senate begin blaming putin aggression,Neutral
1930,black immigrant must deported like,Negative
1931,good black history month stop acting like plantation ya slavecatchers,Positive
1932,know jacob rees mogg racist tory supposed subtle instead going,Negative
1933,justice served hope someone end three white guy life,Neutral
1934,ahmaud arbery alive today,Positive
1935,thank white american need taxed pay reparation black community,Negative
1936,let set standard justice modern day lynching victim may late justice trayvon please show black community important america yes cry,Positive
1937,shadow guitar tango,Neutral
1938,arbery killer convicted federal hate crime death via,Negative
1939,ever reason,Neutral
1940,black life matter,Negative
1941,case similar also detroit michigan adult amp child executed,Positive
1942,family includes mother amp stepfather murdered execution style home discovered wellness check,Neutral
1943,hate hate,Negative
1944,american population bipolar disorder let use voice raise awareness end stigma mental health black american,Negative
1945,finally rest peace ahmaud,Neutral
1946,sad part outlier others believe felt comfortable public hatred people look like hatred learned generation generation,Negative
1947,let verdict guilty send message loud clear ahmaud arbery family never gave life mattered,Negative
1948,arrest cop killed breonna taylor,Negative
1949,signed petition organizefor join via,Neutral
1950,ahmaud arbery deserved would hate home,Negative
1951,felt need share definitely bet others either,Neutral
1952,billie eilish happier ever,Neutral
1953,fought country country state texas thanked,Neutral
1954,breaking ahmaud arbery killer found guilty federal hate crime kidnapping charge never really justice,Negative
1955,still way go justice served sending power light loved one rest easy today art credit chloe bren,Positive
1956,black human struggle far like service support black history black education usd per month,Negative
1957,author caribbean first theology apologetics textbook cover issue like sound protestant theology also project working human trafficking story would assist greatly,Positive
1958,guy going prison long time,Negative
1959,stupid stupid remove hashtag hindering helping cause,Negative
1960,please spare ur feminist activism u dare address mother executed blm terrorist,Neutral
1961,thanks keeping focused possible,Positive
1962,accountability,Neutral
1963,may racist savage hunted rot hell thank juror finally saw humanity black life today tomorrow everyday,Negative
1964,news blm terrorist kill mother begged life,Neutral
1965,travis mcmichael father greg mcmichael neighbor william roddie bryan found guilty federal hate crime murder,Negative
1966,considered adding blm charm black history month,Negative
1967,finally justice,Neutral
1968,justice fact violence never enough least decision say black life matter,Negative
1969,katy perry last friday night g f,Neutral
1970,unlucky cletus buford zeke steak sweet pussy left life,Positive
1971,hey puke murdered year old ahmaud arbery convicted hate crime morning making really real racist officially forever let go half way decent day sorry lost link,Negative
1972,breaking three men convicted ahmaud arbery murder found guilty federal hate crime decision reached le hr deliberation,Negative
1973,year human right violation accountability needed tell sign executive action holding accountable,Positive
1974,jury find ahmaud arbery killer guilty federal hate crime,Negative
1975,nothing mother murdered blm terrorist,Neutral
1976,let forget justice department tried shut hate crime trial plea deal wish family every level black folk fight legal recognition,Negative
1977,like forget v white life matter black life matter v black life matter shown many thing e g police brutality never silenced white people talk time amp sometimes,Positive
1978,travis mcmichael gregory mcmichael william bryan guilty federal hate crime waste tax payer dollar send filth gallows already,Negative
1979,mr wanda cooper jones,Neutral
1980,square baby charlotte black life matter check,Negative
1981,making cnn,Neutral
1982,glad killer travis greg mcmichael roddie bryant convicted federal court hope fed use state court conviction sentence enhancement defendant,Positive
1983,three men convicted murder ahmaud arbery fatal shooting found guilty federal hate crime tuesday violating arbery civil right targeting black,Negative
1984,three men convicted murder ahmaud arbery fatal shooting found guilty federal hate crime tuesday violating arbery civil right targeting black,Negative
1985,justice,Neutral
1986,diversity equity missing inclusion,Negative
1987,judge success judge many time fell got back nelson mandela,Positive
1988,ok call murderer racist,Positive
1989,real news,Positive
1990,good morning amp happy tuesday friendly reminder,Positive
1991,ding ding amp ding ding ding ding ding ding ding ding ding,Neutral
1992,ahmaud arbery guilty verdict hopefully bring peace love hug stremgth wanda amp marcus,Neutral
1993,jezza got stuck lax produced killer piece digital art talented fellow open commission follow visit,Positive
1994,federal jury found killer amp hate crime charge another major victory family reaction,Negative
1995,little ironic coincidental finishing reading book verdict came three men killed ahmaud arbery also hunted killed better verdict potter farce,Negative
1996,health young child particular,Positive
1997,fragma ft maria rubia everytime need,Neutral
1998,celebrate moment little consolation loved one left behind true justice rest power,Positive
1999,course always someone else fault murder rape steal,Neutral
2000,justice ahmaud arbery,Neutral
2001,justice ahmaud arbery killer found guilty federal hate crime,Negative
2002,young man got caught moment made one single mistake system never fair chance opportunity wish peace happiness road redemption pj,Positive
2003,guilty count good,Positive
2004,strange took trial recognize condemn something know happening everyday still relieved arburey family,Negative
2005,breaking news ahmaud arbery killer found guilty count federal hate crime trial,Negative
2006,today jury brunswick ga said federal crime kill black man black,Negative
2007,good,Positive
2008,killer convicted federal hate crime charge reuters,Negative
2009,victory,Neutral
2010,white men found guilty federal hate crime charge stemming murdering ahmaud arbery bc color skin amp racial prejudice people color,Negative
2011,simply give damn anyone skin color say white dude benefited whole life suppressing minority,Positive
2012,good must face highest charge life imprison greatest man guy attack democracy pj,Positive
2013,year old boy murdered execution style detroit home family say mom boyfriend also killed,Negative
2014,illegal outdated hurtful charge,Negative
2015,conviction confirms racism america still exists amp black people walking running breathing sleeping target america hate year tomorrow anniversary death prayer answered,Negative
2016,still got lynching st century,Neutral
2017,jury brunswick ga unanimously found defendant travis mcmichael father greg mcmichael neighbor william roddie bryan guilty count federal hate crime trial npr,Negative
2018,un global framework achieve strong institution research helping u achieve let u know researcher page,Positive
2019,prodigy charly,Neutral
2020,repair damage country inflicted upon black people century demand reparation justice peace,Negative
2021,defendant likely cite law successfully person killed black,Positive
2022,thankful ruling ahmaud family friend everyone endured heinous hate crime fair righteous judge georgia huge win many level,Positive
2023,suspect mass shooting protest portland identified ben smith talked wanting go shoot commie antifa friggin time said roommate kristine christenson sad angry dude,Negative
2024,georgia federal jury found father guilty count hate crime murder,Negative
2025,rise movement black people globally feeling like life getting safer african government began call people back especially year return campaign,Negative
2026,exploit culture war actual war culture,Neutral
2027,guilty charge federal case men killed ahmed arbery,Negative
2028,repair damage country inflicted upon black people century demand reparation justice peace,Negative
2029,jury find ahmaud arbery killer guilty federal hate crime via,Negative
2030,engineer point like say worthy good enough,Positive
2031,reality,Neutral
2032,killer ahmaud arbery found guilty federal hate crime charge racist,Negative
2033,politics mean affair city society conduct people given society affair bigoted amp racist blm political anti political would nothing therefore political,Negative
2034,thank goodness ahmed arbery got justice,Neutral
2035,picture say thousand word,Neutral
2036,racist amp bigoted family amp friend capable murder need put check immediately life save might mine,Positive
2037,ahmad arbery killer found guilty federal hate crime happy tuesday,Negative
2038,repair damage country inflicted upon black people century demand reparation justice peace,Negative
2039,ahmaud arbery murderer found guilty federal trial including hate crime amp attempted kidnapping tomorrow feb mark two year since ahmaud gunned jogging neighborhood remember arbery,Negative
2040,daughter grow world accountability first big step short life far,Positive
2041,big deal hate crime extremely difficult prosecute even harder convict let unite antiracists color thank jury called like saw,Negative
2042,justice murder found guilty federal hate crime lock em throw away key,Negative
2043,killer ahmaud arbery found guilty federal hate crime charge,Negative
2044,lorraine vivian hansberry playwright amp writer first african american female author play performed broadway best known work play raisin sun,Positive
2045,justice guilty verdict defendant,Negative
2046,phil collins air tonight,Neutral
2047,killer ahmaud arbery found guilty federal hate crime charge,Negative
2048,murderer ahmaud arbery found guilty hate crime charge reminder justice simple accountability,Negative
2049,lemme tell nobody gonna call white woman enable racist like amanda amp nobody give af underaged granddaughter getting harassed know cause black get alls profile stop performative white knight,Negative
2050,justice prevails federal charge men guilty count killing ahmaud arbery motivated racist hate,Negative
2051,still think gun violence unrelated structural inequality sending love solidarity,Positive
2052,hallelujah guilty federal hate crime count never forgotten life matter cause white make right hopefully prison take,Negative
2053,gop say need might hurt people feeling banning book taught school forbidding discussion race school verdict three guilty hate crime charge trapped like rat killer said,Negative
2054,guilty charge georgia said,Negative
2055,guilty guilty guilty,Negative
2056,even bot say dave ramsey,Neutral
2057,guilty guilty guilty,Negative
2058,held accountable today make sure finally combating enough enough enough enough enough,Positive
2059,eric harris,Neutral
2060,killer found guilty federal hate crime,Negative
2061,biggest black badass boy band,Negative
2062,gave kred,Neutral
2063,gave kred,Neutral
2064,hurricane smith let die,Neutral
2065,mp us brexit undermine human right amp apologist british concentration camp minister rees mogg warns civil servant publicly support blm via,Positive
2066,repair damage country inflicted upon black people century demand reparation justice peace,Negative
2067,reason gotv democracy loving american across political spectrum wonder want share ahead midterm antiamerican,Positive
2068,bail murder suspect america,Neutral
2069,news case gravesend man three others charged shooting campaigner sasha johnson collapsed,Neutral
2070,repair damage country inflicted upon black people century demand reparation justice peace,Negative
2071,mazel tov win pls speak guy stealing sport medal female athlete amp destroying work p meg posting bail rapist amp attempted murderer,Positive
2072,mazel tov win pls speak guy stealing sport medal female athlete amp destroying work p meg posting bail rapist amp attempted murderer,Positive
2073,racism never okay hoping maybe dumpster fire season jennie nguyen see disgusting anti post offensive gross,Negative
2074,mazel tov win pls speak guy stealing sport medal female athlete amp destroying work p meg posting bail rapist amp attempted murderer,Positive
2075,repair damage country inflicted upon black people century demand reparation justice peace,Negative
2076,straight white rich dude street following rule outlined wake,Positive
2077,cliff richard girl like,Neutral
2078,repair damage country inflicted upon black people century demand reparation justice peace,Negative
2079,mazel tov win pls speak guy stealing sport medal female athlete amp destroying work p meg posting bail rapist amp attempted murderer,Positive
2080,case four men including man gravesend charged shooting campaigner sasha johnson th birthday party collapsed,Neutral
2081,fri jun portland oregon police use flashbangs tear gas disperse protester catching lawyer journalist fray watch,Positive
2082,place insurance though asian people mauled street sure health insurance insurance,Positive
2083,,Neutral
2084,little messed someone support call actual peaceful protester domestic terrorist guy burn church,Positive
2085,pop smoke ft lil tjay mood swing,Neutral
2086,heart family either way know murderer amp tomorrow hard anniversary alive,Negative
2087,always favorite need photographer link bio,Positive
2088,come mindset instead focus create wealth without apology criticize creating,Neutral
2089,alexandra burke ft pitbull night long,Negative
2090,andy ng made career staging manipulating photo video made look like aggressor violent usually proud boy funnel image conservative medium report fact,Neutral
2091,dear greenberg conservative liberal got mugged dude running dem party support domestic terror group like posted bail attempted murderer,Neutral
2092,texas charge officer,Neutral
2093,jay jordan school resource officer cincinnati public school full love care staff student,Positive
2094,wsb jury reach verdict federal hate crime case men killed jogger ahmaud arbery come day closing argument wrapped verdict read tue,Negative
2095,never case officer looked like say mr farrier black never parole officer looked like never parole board anyone look like,Negative
2096,latjor tuel family set gfm please support share,Neutral
2097,stick mean fucking release k shot total injustice,Negative
2098,country owes lot black life,Negative
2099,real story white men cleared trying kill black woman racism legal uk,Positive
2100,good morning grand rising happy tuesday amp make great one stay safe,Positive
2101,dr marian croak vp google helped invent voice ip voip protocol used zoom call today head blog learn black trailblazer stem,Negative
2102,black lgbtq pioneer know via,Negative
2103,lament protest grieve vote,Neutral
2104,check scholar article blackness fighting word utterance phrase tends incite imminent unbridled rage police city street across,Neutral
2105,celebrating black woman,Negative
2106,fact bessie coleman first black woman become pilot grew fascinated story returning world war pilot went france pursue dream getting aviation,Positive
2107,ding ding ding ding ding ding amp ding ding ding ding,Neutral
2108,today spotlight series focusing alicia garza organizer writer amp cofounder garza continues powerful voice police brutality systemic racism global movement,Positive
2109,black people stop supporting black life matter money come back black community go lgbtq socialist agenda democrat well,Negative
2110,brother th floor feat desray rock masta never alone brother th floor feat desray rock masta never alone equality version,Neutral
2111,civil servant able express belief matter politics,Positive
2112,seattle mayor force blk brn family sell land advise avoid developer cheat sell wall street family,Neutral
2113,excellent story,Positive
2114,con dish replace vitamin hair need grow shine wear protective style con dish help maintain hair underneath try con dish,Neutral
2115,voice good enough multi million commercial good enough say,Positive
2116,blinken compare american aggression russian infiltrated baghdad disguise russian disguise ukrainian defeat putin purpose,Neutral
2117,feb honor celebrate contribution daily day sheltering love,Positive
2118,thing patti hidalgo mender fighting let racist parent continue feel comfortable,Positive
2119,sharing received onation mother safely anything access account fa enabled phone currently unusable bipolar unmedicated causing issue sib,Positive
2120,breaking old bailey case four men charged shooting black power activist sasha johnson th birthday party may collapsed,Negative
2121,day say wish think positive today today palindrome day love,Positive
2122,height racism,Neutral
2123,watch video show florida officer punch year old man face least time,Negative
2124,born day february harlem gilbert edward noble better known gil noble noted pianist producer professor news anchor television host documentarian,Positive
2125,seattle mayor protects sf home white neighborhood forcing diverse neighborhood sell land wall street,Neutral
2126,comparing putin kyiv america baghdad ludicrous juxtaposition america relationship russia every connection kyiv bomb blinken,Neutral
2127,good morning america,Positive
2128,seat privilege black life friendly sky commentary seat privilege black life friendly sky new york amsterdam news,Positive
2129,yet want focus crime destroy black community life victim instead,Negative
2130,black app even work time tried device shit still work,Negative
2131,say name anthony hill,Neutral
2132,sankofa exchange ltd marketing amp diversity call amp professional service project management research amp,Positive
2133,going run ahmaud arbery chased white resident south georgia neighborhood gunned murdered travis mcmichael father gregory mcmichael william bryan,Neutral
2134,sun may minneapolis minnesota police shoot threaten arrest reporter watch,Negative
2135,wrong political humanitarian jacob rees mogg say senior civil servant endorse black life matter,Negative
2136,jim crow go extinct learned fly radar better,Positive
2137,february check video dr mullings black history liberation month via,Negative
2138,nft holder soh organization member soh organization,Neutral
2139,hear general outcry ala result could thing view ethnic cleansing stealth,Positive
2140,colour skin thing matter greater one life one discriminated basis one able live racial identity live constant fear target whenever leave home,Positive
2141,enough lie wait wait etc etc screen shot amp post position asap get banned sight mf talking bought put sold call never show proof f king done playing game bruh,Negative
2142,using money power torture,Neutral
2143,least first,Negative
2144,anti protest law violate st amendment direct response definitely lawsuit filed first time law used,Positive
2145,whteva dtpt,Neutral
2146,ig darius kirk dee kay mr photogenictooreal sc king deekay cash app deekay always,Neutral
2147,well maybe blaming andy ngo examine role play supporter openly admit r inspired assassinate police officer like scalise right,Positive
2148,record case,Neutral
2149,well least blaming andy ngo examine role play supporter openly admit r inspired assassinate police officer like scalise right,Negative
2150,history matter,Neutral
2151,seattle mayor protects sf home white neighborhood punishes diverse neighborhood sf home forcing sell wall street investor,Neutral
2152,extra denuncie,Neutral
2153,people wounded shooting chicago monday,Neutral
2154,gun black home owner terrorist rioted burned amp looted last year,Negative
2155,despicable kyle rittenhouse killed two supporter illegal ar setting fundraising project hold activist medium outlet accountable court,Negative
2156,wish donate organization cause black life matter curated list organization could use support read,Negative
2157,time,Neutral
2158,literally tried overshadow death dog injury man murdered life never replaced worried mutt human life black mental health seriously devalued donate,Negative
2159,henrietta lack immortal hela cell,Neutral
2160,fat white member crash portland police conference say antifa hunted white supremacist gun black home owner terrorist rioted burned amp looted last year,Negative
2161,right knowledge right today,Positive
2162,day black life matter,Negative
2163,say name deresha armstrong,Neutral
2164,black liar matter,Negative
2165,radicalized quintez brown,Neutral
2166,senior civil servant allowed publicly express support black life matter jacob rees mogg said jacob rees mogg say senior endorse independent,Negative
2167,training camp k part gragonzaga,Neutral
2168,black life matter today month every day every month every year,Negative
2169,desmond mpilo tutu south african anglican bishop theologian known work anti apartheid human right activist,Positive
2170,bright light friend mourn june knightly woman killed mass shooting racial justice rally,Positive
2171,goal read short story every single day day ark light victor lavelle,Positive
2172,ding ding ding amp ding ding ding ding ding ding,Neutral
2173,morison believed caused secession south fought hence would monument northern historian knew southerner fought repel invader,Neutral
2174,join astrid saturday pm cet est live ig interview featuring black prominent professional making impact within community amp world,Positive
2175,good time truth see get,Positive
2176,melanie c turn,Neutral
2177,would say stopped searched time bantz back street asking think metropolitan police,Neutral
2178,advertising talk lot equity inclusion often fail even basic step truly care justice need take prison industry work end mass incarceration,Negative
2179,fried chicken watermelon origin racist food stereotype boston globe,Negative
2180,principle draw experience share understand leverage measure build power liberation purpose power come together fall apart,Neutral
2181,former officer testifies tried help stopped,Neutral
2182,ub kingston town,Neutral
2183,stopped candidate racist amp pushed loosing white person v rgrds,Neutral
2184,country south africa femicide capital world observed gender based violence mainly white woman middle class woman get medium attention writes,Neutral
2185,get butt bed go secure,Positive
2186,dr asst prof dept wrote recent bomb threat hbcus including,Neutral
2187,indian celebrity tweeting silent,Neutral
2188,far actually get far behind,Negative
2189,minyon moore selected key adviser joe biden help guide yet unidentified must black female supreme court nominee senate confirmation process promoter board member,Negative
2190,lady break bad habit set goal meal plan get organized,Negative
2191,proud host explain guide interpretation diversity inclusion created wake attendance must register register detail,Positive
2192,simply amazing,Positive
2193,today hear native time pulitzer prize winner ex aha president amp harvard professor samuel e morison anyone debunk lost cause mythology follow along see,Neutral
2194,fardon indian reservation,Neutral
2195,think deserve get even le thought arrested yet,Neutral
